# Mass Density (g/cm^3)  Energy (eV/atom)  Total_Atom  Fe  Ge  O  Si  Ta  Ti  Zr
3.499891  -7.572914  720  0  111  480  24  0  105  0
3.499891  -7.572965  720  0  111  480  24  0  105  0
3.499891  -7.572966  720  0  111  480  24  0  105  0
3.499891  -7.573007  720  0  111  480  24  0  105  0
3.499891  -7.573008  720  0  111  480  24  0  105  0
3.499891  -7.573048  720  0  111  480  24  0  105  0
3.499891  -7.573050  720  0  111  480  24  0  105  0
3.499891  -7.573089  720  0  111  480  24  0  105  0
3.499891  -7.573091  720  0  111  480  24  0  105  0
3.499891  -7.573126  720  0  111  480  24  0  105  0
3.499891  -7.573127  720  0  111  480  24  0  105  0
3.499891  -7.573160  720  0  111  480  24  0  105  0
3.499891  -7.573161  720  0  111  480  24  0  105  0
3.499891  -7.573192  720  0  111  480  24  0  105  0
3.499891  -7.573193  720  0  111  480  24  0  105  0
3.499891  -7.573222  720  0  111  480  24  0  105  0
3.499891  -7.573223  720  0  111  480  24  0  105  0
3.499891  -7.573250  720  0  111  480  24  0  105  0
3.499891  -7.573250  720  0  111  480  24  0  105  0
3.499891  -7.573275  720  0  111  480  24  0  105  0
3.499891  -7.573275  720  0  111  480  24  0  105  0
3.499891  -7.573298  720  0  111  480  24  0  105  0
3.499891  -7.573298  720  0  111  480  24  0  105  0
3.499891  -7.573319  720  0  111  480  24  0  105  0
3.499891  -7.573320  720  0  111  480  24  0  105  0
3.499891  -7.573339  720  0  111  480  24  0  105  0
3.499891  -7.573339  720  0  111  480  24  0  105  0
3.499891  -7.573356  720  0  111  480  24  0  105  0
3.499891  -7.573357  720  0  111  480  24  0  105  0
3.499891  -7.573372  720  0  111  480  24  0  105  0
3.499891  -7.573372  720  0  111  480  24  0  105  0
3.499891  -7.573386  720  0  111  480  24  0  105  0
3.499891  -7.573386  720  0  111  480  24  0  105  0
3.499891  -7.573400  720  0  111  480  24  0  105  0
3.499891  -7.573400  720  0  111  480  24  0  105  0
3.499891  -7.573412  720  0  111  480  24  0  105  0
3.499891  -7.573412  720  0  111  480  24  0  105  0
3.499891  -7.573424  720  0  111  480  24  0  105  0
3.499891  -7.573424  720  0  111  480  24  0  105  0
3.499891  -7.573435  720  0  111  480  24  0  105  0
3.499891  -7.573435  720  0  111  480  24  0  105  0
3.499891  -7.573445  720  0  111  480  24  0  105  0
3.499891  -7.573445  720  0  111  480  24  0  105  0
3.499891  -7.573453  720  0  111  480  24  0  105  0
3.499891  -7.573453  720  0  111  480  24  0  105  0
3.499891  -7.573461  720  0  111  480  24  0  105  0
3.499891  -7.573461  720  0  111  480  24  0  105  0
3.499891  -7.573469  720  0  111  480  24  0  105  0
3.499891  -7.573469  720  0  111  480  24  0  105  0
3.499891  -7.573476  720  0  111  480  24  0  105  0
3.499891  -7.573476  720  0  111  480  24  0  105  0
3.499891  -7.573482  720  0  111  480  24  0  105  0
3.499891  -7.573482  720  0  111  480  24  0  105  0
3.499891  -7.573487  720  0  111  480  24  0  105  0
3.499891  -7.573487  720  0  111  480  24  0  105  0
3.499891  -7.573491  720  0  111  480  24  0  105  0
3.499891  -7.573491  720  0  111  480  24  0  105  0
3.499891  -7.573495  720  0  111  480  24  0  105  0
3.499891  -7.573495  720  0  111  480  24  0  105  0
3.499891  -7.573498  720  0  111  480  24  0  105  0
3.499891  -7.573498  720  0  111  480  24  0  105  0
3.499891  -7.573500  720  0  111  480  24  0  105  0
3.499891  -7.573500  720  0  111  480  24  0  105  0
3.499891  -7.573503  720  0  111  480  24  0  105  0
3.499891  -7.573503  720  0  111  480  24  0  105  0
3.506121  -7.561991  720  0  111  480  24  0  105  0
3.506121  -7.569216  720  0  111  480  24  0  105  0
3.506121  -7.569220  720  0  111  480  24  0  105  0
3.506121  -7.573410  720  0  111  480  24  0  105  0
3.506121  -7.573541  720  0  111  480  24  0  105  0
3.506121  -7.575252  720  0  111  480  24  0  105  0
3.506121  -7.575302  720  0  111  480  24  0  105  0
3.506121  -7.576296  720  0  111  480  24  0  105  0
3.506121  -7.576395  720  0  111  480  24  0  105  0
3.506121  -7.577151  720  0  111  480  24  0  105  0
3.506121  -7.577190  720  0  111  480  24  0  105  0
3.506121  -7.577772  720  0  111  480  24  0  105  0
3.506121  -7.577806  720  0  111  480  24  0  105  0
3.506121  -7.578255  720  0  111  480  24  0  105  0
3.506121  -7.578264  720  0  111  480  24  0  105  0
3.506121  -7.578592  720  0  111  480  24  0  105  0
3.506121  -7.578596  720  0  111  480  24  0  105  0
3.506121  -7.578856  720  0  111  480  24  0  105  0
3.506121  -7.578861  720  0  111  480  24  0  105  0
3.506121  -7.579075  720  0  111  480  24  0  105  0
3.506121  -7.579078  720  0  111  480  24  0  105  0
3.506121  -7.579270  720  0  111  480  24  0  105  0
3.506121  -7.579275  720  0  111  480  24  0  105  0
3.506121  -7.579429  720  0  111  480  24  0  105  0
3.506121  -7.579429  720  0  111  480  24  0  105  0
3.506121  -7.579558  720  0  111  480  24  0  105  0
3.506121  -7.579559  720  0  111  480  24  0  105  0
3.506121  -7.579669  720  0  111  480  24  0  105  0
3.506121  -7.579669  720  0  111  480  24  0  105  0
3.506121  -7.579771  720  0  111  480  24  0  105  0
3.506121  -7.579771  720  0  111  480  24  0  105  0
3.506121  -7.579860  720  0  111  480  24  0  105  0
3.506121  -7.579861  720  0  111  480  24  0  105  0
3.506121  -7.579939  720  0  111  480  24  0  105  0
3.506121  -7.579939  720  0  111  480  24  0  105  0
3.506121  -7.580004  720  0  111  480  24  0  105  0
3.506121  -7.580004  720  0  111  480  24  0  105  0
3.506121  -7.580059  720  0  111  480  24  0  105  0
3.506121  -7.580059  720  0  111  480  24  0  105  0
3.506121  -7.580110  720  0  111  480  24  0  105  0
3.506121  -7.580110  720  0  111  480  24  0  105  0
3.506121  -7.580159  720  0  111  480  24  0  105  0
3.506121  -7.580159  720  0  111  480  24  0  105  0
3.506121  -7.580199  720  0  111  480  24  0  105  0
3.506121  -7.580199  720  0  111  480  24  0  105  0
3.506121  -7.580233  720  0  111  480  24  0  105  0
3.506121  -7.580233  720  0  111  480  24  0  105  0
3.506121  -7.580261  720  0  111  480  24  0  105  0
3.506121  -7.580261  720  0  111  480  24  0  105  0
3.506121  -7.580289  720  0  111  480  24  0  105  0
3.506121  -7.580289  720  0  111  480  24  0  105  0
3.506121  -7.580314  720  0  111  480  24  0  105  0
3.506121  -7.580314  720  0  111  480  24  0  105  0
3.506121  -7.580334  720  0  111  480  24  0  105  0
3.506121  -7.580334  720  0  111  480  24  0  105  0
3.506121  -7.580352  720  0  111  480  24  0  105  0
3.506121  -7.580352  720  0  111  480  24  0  105  0
3.506121  -7.580370  720  0  111  480  24  0  105  0
3.506121  -7.580370  720  0  111  480  24  0  105  0
3.506121  -7.580387  720  0  111  480  24  0  105  0
3.506121  -7.580387  720  0  111  480  24  0  105  0
3.506121  -7.580402  720  0  111  480  24  0  105  0
3.506121  -7.580402  720  0  111  480  24  0  105  0
3.506121  -7.580416  720  0  111  480  24  0  105  0
3.506121  -7.580416  720  0  111  480  24  0  105  0
3.506121  -7.580428  720  0  111  480  24  0  105  0
3.506121  -7.580428  720  0  111  480  24  0  105  0
3.506121  -7.580439  720  0  111  480  24  0  105  0
3.506121  -7.580439  720  0  111  480  24  0  105  0
3.506121  -7.580450  720  0  111  480  24  0  105  0
3.506121  -7.580450  720  0  111  480  24  0  105  0
3.506121  -7.580461  720  0  111  480  24  0  105  0
3.506121  -7.580461  720  0  111  480  24  0  105  0
3.506121  -7.580471  720  0  111  480  24  0  105  0
3.506121  -7.580471  720  0  111  480  24  0  105  0
3.506121  -7.580480  720  0  111  480  24  0  105  0
3.506121  -7.580480  720  0  111  480  24  0  105  0
3.506121  -7.580489  720  0  111  480  24  0  105  0
3.506121  -7.580489  720  0  111  480  24  0  105  0
3.506121  -7.580497  720  0  111  480  24  0  105  0
3.506121  -7.580498  720  0  111  480  24  0  105  0
3.506121  -7.580505  720  0  111  480  24  0  105  0
3.506121  -7.580505  720  0  111  480  24  0  105  0
3.506121  -7.580513  720  0  111  480  24  0  105  0
3.506121  -7.580513  720  0  111  480  24  0  105  0
3.506121  -7.580520  720  0  111  480  24  0  105  0
3.506121  -7.580520  720  0  111  480  24  0  105  0
3.506121  -7.580527  720  0  111  480  24  0  105  0
3.506121  -7.580528  720  0  111  480  24  0  105  0
3.506121  -7.580535  720  0  111  480  24  0  105  0
3.506121  -7.580535  720  0  111  480  24  0  105  0
3.506121  -7.580541  720  0  111  480  24  0  105  0
3.506121  -7.580541  720  0  111  480  24  0  105  0
3.506121  -7.580548  720  0  111  480  24  0  105  0
3.506121  -7.580548  720  0  111  480  24  0  105  0
3.506121  -7.580555  720  0  111  480  24  0  105  0
3.506121  -7.580555  720  0  111  480  24  0  105  0
3.506121  -7.580561  720  0  111  480  24  0  105  0
3.506121  -7.580562  720  0  111  480  24  0  105  0
3.506121  -7.580568  720  0  111  480  24  0  105  0
3.506121  -7.580569  720  0  111  480  24  0  105  0
3.506121  -7.580575  720  0  111  480  24  0  105  0
3.506121  -7.580575  720  0  111  480  24  0  105  0
3.506121  -7.580582  720  0  111  480  24  0  105  0
3.506121  -7.580582  720  0  111  480  24  0  105  0
3.506121  -7.580588  720  0  111  480  24  0  105  0
3.506121  -7.580590  720  0  111  480  24  0  105  0
3.506121  -7.580595  720  0  111  480  24  0  105  0
3.506121  -7.580596  720  0  111  480  24  0  105  0
3.506121  -7.580600  720  0  111  480  24  0  105  0
3.506121  -7.580602  720  0  111  480  24  0  105  0
3.506121  -7.580607  720  0  111  480  24  0  105  0
3.506121  -7.580608  720  0  111  480  24  0  105  0
3.506121  -7.580612  720  0  111  480  24  0  105  0
3.506121  -7.580614  720  0  111  480  24  0  105  0
3.506121  -7.580614  720  0  111  480  24  0  105  0
3.506121  -7.580618  720  0  111  480  24  0  105  0
3.506121  -7.580619  720  0  111  480  24  0  105  0
3.506121  -7.580623  720  0  111  480  24  0  105  0
3.506121  -7.580623  720  0  111  480  24  0  105  0
3.506121  -7.580624  720  0  111  480  24  0  105  0
3.506121  -7.580628  720  0  111  480  24  0  105  0
3.506121  -7.580630  720  0  111  480  24  0  105  0
3.506121  -7.580634  720  0  111  480  24  0  105  0
3.506121  -7.580635  720  0  111  480  24  0  105  0
3.506121  -7.580635  720  0  111  480  24  0  105  0
3.506121  -7.580639  720  0  111  480  24  0  105  0
3.506121  -7.580641  720  0  111  480  24  0  105  0
3.506121  -7.580645  720  0  111  480  24  0  105  0
3.506121  -7.580646  720  0  111  480  24  0  105  0
3.506121  -7.580649  720  0  111  480  24  0  105  0
3.506121  -7.580650  720  0  111  480  24  0  105  0
3.506121  -7.580654  720  0  111  480  24  0  105  0
3.506121  -7.580655  720  0  111  480  24  0  105  0
3.506121  -7.580658  720  0  111  480  24  0  105  0
3.506121  -7.580659  720  0  111  480  24  0  105  0
3.506121  -7.580663  720  0  111  480  24  0  105  0
3.506121  -7.580663  720  0  111  480  24  0  105  0
3.506121  -7.580667  720  0  111  480  24  0  105  0
3.506121  -7.580668  720  0  111  480  24  0  105  0
3.506121  -7.580671  720  0  111  480  24  0  105  0
3.506121  -7.580672  720  0  111  480  24  0  105  0
3.506121  -7.580675  720  0  111  480  24  0  105  0
3.506121  -7.580676  720  0  111  480  24  0  105  0
3.506121  -7.580679  720  0  111  480  24  0  105  0
3.506121  -7.580680  720  0  111  480  24  0  105  0
3.506121  -7.580683  720  0  111  480  24  0  105  0
3.506121  -7.580683  720  0  111  480  24  0  105  0
3.506121  -7.580687  720  0  111  480  24  0  105  0
3.506121  -7.580687  720  0  111  480  24  0  105  0
3.506121  -7.580691  720  0  111  480  24  0  105  0
3.506121  -7.580691  720  0  111  480  24  0  105  0
3.506121  -7.580694  720  0  111  480  24  0  105  0
3.506121  -7.580694  720  0  111  480  24  0  105  0
3.506121  -7.580697  720  0  111  480  24  0  105  0
3.506121  -7.580697  720  0  111  480  24  0  105  0
3.506121  -7.580700  720  0  111  480  24  0  105  0
3.506121  -7.580701  720  0  111  480  24  0  105  0
3.506121  -7.580703  720  0  111  480  24  0  105  0
3.506121  -7.580703  720  0  111  480  24  0  105  0
3.506121  -7.580706  720  0  111  480  24  0  105  0
3.506121  -7.580706  720  0  111  480  24  0  105  0
3.506121  -7.580708  720  0  111  480  24  0  105  0
3.506121  -7.580708  720  0  111  480  24  0  105  0
3.506121  -7.580710  720  0  111  480  24  0  105  0
3.506121  -7.580711  720  0  111  480  24  0  105  0
3.506121  -7.580713  720  0  111  480  24  0  105  0
3.506121  -7.580713  720  0  111  480  24  0  105  0
3.506121  -7.580715  720  0  111  480  24  0  105  0
3.506121  -7.580715  720  0  111  480  24  0  105  0
3.506121  -7.580717  720  0  111  480  24  0  105  0
3.506121  -7.580717  720  0  111  480  24  0  105  0
3.506121  -7.580719  720  0  111  480  24  0  105  0
3.506121  -7.580719  720  0  111  480  24  0  105  0
3.506121  -7.580721  720  0  111  480  24  0  105  0
3.506121  -7.580721  720  0  111  480  24  0  105  0
3.506121  -7.580722  720  0  111  480  24  0  105  0
3.506121  -7.580722  720  0  111  480  24  0  105  0
3.506121  -7.580723  720  0  111  480  24  0  105  0
3.506121  -7.580723  720  0  111  480  24  0  105  0
3.506121  -7.580724  720  0  111  480  24  0  105  0
3.299933  -7.585749  720  0  111  480  24  0  105  0
3.349931  -7.584747  720  0  111  480  24  0  105  0
3.349931  -7.585167  720  0  111  480  24  0  105  0
3.349931  -7.585171  720  0  111  480  24  0  105  0
3.349931  -7.585410  720  0  111  480  24  0  105  0
3.349931  -7.585423  720  0  111  480  24  0  105  0
3.349931  -7.585522  720  0  111  480  24  0  105  0
3.349931  -7.585527  720  0  111  480  24  0  105  0
3.349931  -7.585586  720  0  111  480  24  0  105  0
3.349931  -7.585592  720  0  111  480  24  0  105  0
3.349931  -7.585638  720  0  111  480  24  0  105  0
3.349931  -7.585640  720  0  111  480  24  0  105  0
3.349931  -7.585674  720  0  111  480  24  0  105  0
3.349931  -7.585677  720  0  111  480  24  0  105  0
3.349931  -7.585703  720  0  111  480  24  0  105  0
3.349931  -7.585704  720  0  111  480  24  0  105  0
3.349931  -7.585724  720  0  111  480  24  0  105  0
3.349931  -7.585724  720  0  111  480  24  0  105  0
3.349931  -7.585741  720  0  111  480  24  0  105  0
3.349931  -7.585741  720  0  111  480  24  0  105  0
3.349931  -7.585754  720  0  111  480  24  0  105  0
3.349931  -7.585754  720  0  111  480  24  0  105  0
3.349931  -7.585767  720  0  111  480  24  0  105  0
3.349931  -7.585767  720  0  111  480  24  0  105  0
3.349931  -7.585777  720  0  111  480  24  0  105  0
3.349931  -7.585777  720  0  111  480  24  0  105  0
3.349931  -7.585786  720  0  111  480  24  0  105  0
3.349931  -7.585786  720  0  111  480  24  0  105  0
3.349931  -7.585793  720  0  111  480  24  0  105  0
3.349931  -7.585793  720  0  111  480  24  0  105  0
3.349931  -7.585800  720  0  111  480  24  0  105  0
3.349931  -7.585800  720  0  111  480  24  0  105  0
3.349931  -7.585806  720  0  111  480  24  0  105  0
3.349931  -7.585806  720  0  111  480  24  0  105  0
3.349931  -7.585811  720  0  111  480  24  0  105  0
3.349931  -7.585811  720  0  111  480  24  0  105  0
3.349931  -7.585815  720  0  111  480  24  0  105  0
3.349931  -7.585815  720  0  111  480  24  0  105  0
3.349931  -7.585819  720  0  111  480  24  0  105  0
3.349931  -7.585819  720  0  111  480  24  0  105  0
3.349931  -7.585822  720  0  111  480  24  0  105  0
3.349931  -7.585822  720  0  111  480  24  0  105  0
3.349931  -7.585825  720  0  111  480  24  0  105  0
3.349931  -7.585826  720  0  111  480  24  0  105  0
3.349931  -7.585828  720  0  111  480  24  0  105  0
3.349931  -7.585828  720  0  111  480  24  0  105  0
3.349931  -7.585830  720  0  111  480  24  0  105  0
3.349931  -7.585830  720  0  111  480  24  0  105  0
3.349931  -7.585832  720  0  111  480  24  0  105  0
3.349931  -7.585832  720  0  111  480  24  0  105  0
3.349931  -7.585834  720  0  111  480  24  0  105  0
3.349931  -7.585834  720  0  111  480  24  0  105  0
3.349931  -7.585835  720  0  111  480  24  0  105  0
3.349931  -7.585835  720  0  111  480  24  0  105  0
3.349931  -7.585837  720  0  111  480  24  0  105  0
3.349931  -7.585837  720  0  111  480  24  0  105  0
3.349931  -7.585838  720  0  111  480  24  0  105  0
3.349931  -7.585838  720  0  111  480  24  0  105  0
3.349931  -7.585839  720  0  111  480  24  0  105  0
3.349931  -7.585839  720  0  111  480  24  0  105  0
3.349931  -7.585840  720  0  111  480  24  0  105  0
3.349931  -7.585840  720  0  111  480  24  0  105  0
3.349931  -7.585840  720  0  111  480  24  0  105  0
3.400944  -7.580577  720  0  111  480  24  0  105  0
3.400944  -7.582302  720  0  111  480  24  0  105  0
3.400944  -7.582311  720  0  111  480  24  0  105  0
3.400944  -7.583296  720  0  111  480  24  0  105  0
3.400944  -7.583340  720  0  111  480  24  0  105  0
3.400944  -7.583745  720  0  111  480  24  0  105  0
3.400944  -7.583762  720  0  111  480  24  0  105  0
3.400944  -7.584001  720  0  111  480  24  0  105  0
3.400944  -7.584026  720  0  111  480  24  0  105  0
3.400944  -7.584208  720  0  111  480  24  0  105  0
3.400944  -7.584217  720  0  111  480  24  0  105  0
3.400944  -7.584357  720  0  111  480  24  0  105  0
3.400944  -7.584366  720  0  111  480  24  0  105  0
3.400944  -7.584474  720  0  111  480  24  0  105  0
3.400944  -7.584475  720  0  111  480  24  0  105  0
3.400944  -7.584555  720  0  111  480  24  0  105  0
3.400944  -7.584556  720  0  111  480  24  0  105  0
3.400944  -7.584620  720  0  111  480  24  0  105  0
3.400944  -7.584621  720  0  111  480  24  0  105  0
3.400944  -7.584674  720  0  111  480  24  0  105  0
3.400944  -7.584675  720  0  111  480  24  0  105  0
3.400944  -7.584723  720  0  111  480  24  0  105  0
3.400944  -7.584725  720  0  111  480  24  0  105  0
3.400944  -7.584764  720  0  111  480  24  0  105  0
3.400944  -7.584765  720  0  111  480  24  0  105  0
3.400944  -7.584797  720  0  111  480  24  0  105  0
3.400944  -7.584797  720  0  111  480  24  0  105  0
3.400944  -7.584823  720  0  111  480  24  0  105  0
3.400944  -7.584823  720  0  111  480  24  0  105  0
3.400944  -7.584845  720  0  111  480  24  0  105  0
3.400944  -7.584846  720  0  111  480  24  0  105  0
3.400944  -7.584866  720  0  111  480  24  0  105  0
3.400944  -7.584866  720  0  111  480  24  0  105  0
3.400944  -7.584885  720  0  111  480  24  0  105  0
3.400944  -7.584885  720  0  111  480  24  0  105  0
3.400944  -7.584900  720  0  111  480  24  0  105  0
3.400944  -7.584900  720  0  111  480  24  0  105  0
3.400944  -7.584914  720  0  111  480  24  0  105  0
3.400944  -7.584914  720  0  111  480  24  0  105  0
3.400944  -7.584927  720  0  111  480  24  0  105  0
3.400944  -7.584927  720  0  111  480  24  0  105  0
3.400944  -7.584939  720  0  111  480  24  0  105  0
3.400944  -7.584939  720  0  111  480  24  0  105  0
3.400944  -7.584949  720  0  111  480  24  0  105  0
3.400944  -7.584949  720  0  111  480  24  0  105  0
3.400944  -7.584957  720  0  111  480  24  0  105  0
3.400944  -7.584957  720  0  111  480  24  0  105  0
3.400944  -7.584963  720  0  111  480  24  0  105  0
